"TIME","GEO","UNIT","SEX","INDIC_HE","Value","Flag and Footnotes"
"2011","Sweden","Year","Males","Life expectancy in absolute value at birth","79.9",""
"2011","Sweden","Year","Females","Healthy life years in absolute value at birth","64.6",""
"2011","Sweden","Year","Females","Life expectancy in absolute value at birth","83.8",""
"2011","Iceland","Year","Males","Healthy life years in absolute value at birth","69.1",""
"2011","Iceland","Year","Males","Life expectancy in absolute value at birth","80.7",""
"2011","Iceland","Year","Females","Healthy life years in absolute value at birth","67.7",""
"2011","Iceland","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2011","Norway","Year","Males","Healthy life years in absolute value at birth","74.0",""
"2011","Norway","Year","Males","Life expectancy in absolute value at birth","79.1",""
"2011","Norway","Year","Females","Healthy life years in absolute value at birth","76.1",""
"2011","Norway","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2011","Switzerland","Year","Males","Healthy life years in absolute value at birth","66.3",""
"2011","Switzerland","Year","Males","Life expectancy in absolute value at birth","80.5",""
"2011","Switzerland","Year","Females","Healthy life years in absolute value at birth","64.7",""
"2011","Switzerland","Year","Females","Life expectancy in absolute value at birth","85.0",""
"2011","United Kingdom","Year","Males","Healthy life years in absolute value at birth","65.2",""
"2011","United Kingdom","Year","Males","Life expectancy in absolute value at birth","79.0",""
"2011","United Kingdom","Year","Females","Healthy life years in absolute value at birth","65.2",""
"2011","United Kingdom","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2012","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","61.0",""
"2012","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","77.1",""
"2012","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","61.7",""
"2012","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2012","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","61.4",""
"2012","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","77.4",""
"2012","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","62.0",""
"2012","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2012","Belgium","Year","Males","Healthy life years in absolute value at birth","64.2",""
"2012","Belgium","Year","Males","Life expectancy in absolute value at birth","77.8",""
"2012","Belgium","Year","Females","Healthy life years in absolute value at birth","65.0",""
"2012","Belgium","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2012","Bulgaria","Year","Males","Healthy life years in absolute value at birth","62.1",""
"2012","Bulgaria","Year","Males","Life expectancy in absolute value at birth","70.9",""
"2012","Bulgaria","Year","Females","Healthy life years in absolute value at birth","65.7",""
"2012","Bulgaria","Year","Females","Life expectancy in absolute value at birth","77.9",""
"2012","Czechia","Year","Males","Healthy life years in absolute value at birth","62.3",""
"2012","Czechia","Year","Males","Life expectancy in absolute value at birth","75.1",""
"2012","Czechia","Year","Females","Healthy life years in absolute value at birth","64.1",""
"2012","Czechia","Year","Females","Life expectancy in absolute value at birth","81.2",""
"2012","Denmark","Year","Males","Healthy life years in absolute value at birth","61.2",""
"2012","Denmark","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2012","Denmark","Year","Females","Healthy life years in absolute value at birth","61.5",""
"2012","Denmark","Year","Females","Life expectancy in absolute value at birth","82.1",""
"2012","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","57.3",""
"2012","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2012","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","57.9",""
"2012","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2012","Estonia","Year","Males","Healthy life years in absolute value at birth","53.1",""
"2012","Estonia","Year","Males","Life expectancy in absolute value at birth","71.4",""
"2012","Estonia","Year","Females","Healthy life years in absolute value at birth","57.2",""
"2012","Estonia","Year","Females","Life expectancy in absolute value at birth","81.5",""
"2012","Ireland","Year","Males","Healthy life years in absolute value at birth","66.0",""
"2012","Ireland","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2012","Ireland","Year","Females","Healthy life years in absolute value at birth","68.5",""
"2012","Ireland","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2012","Greece","Year","Males","Healthy life years in absolute value at birth","64.8",""
"2012","Greece","Year","Males","Life expectancy in absolute value at birth","78.0",""
"2012","Greece","Year","Females","Healthy life years in absolute value at birth","64.9",""
"2012","Greece","Year","Females","Life expectancy in absolute value at birth","83.4",""
"2012","Spain","Year","Males","Healthy life years in absolute value at birth","64.8",""
"2012","Spain","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2012","Spain","Year","Females","Healthy life years in absolute value at birth","65.8",""
"2012","Spain","Year","Females","Life expectancy in absolute value at birth","85.5",""
"2012","France","Year","Males","Healthy life years in absolute value at birth","62.6",""
"2012","France","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2012","France","Year","Females","Healthy life years in absolute value at birth","63.8",""
"2012","France","Year","Females","Life expectancy in absolute value at birth","85.4",""
"2012","Croatia","Year","Males","Healthy life years in absolute value at birth","61.9","b"
"2012","Croatia","Year","Males","Life expectancy in absolute value at birth","73.9",""
"2012","Croatia","Year","Females","Healthy life years in absolute value at birth","64.2","b"
"2012","Croatia","Year","Females","Life expectancy in absolute value at birth","80.6",""
"2012","Italy","Year","Males","Healthy life years in absolute value at birth","62.1",""
"2012","Italy","Year","Males","Life expectancy in absolute value at birth","79.8",""
"2012","Italy","Year","Females","Healthy life years in absolute value at birth","61.4",""
"2012","Italy","Year","Females","Life expectancy in absolute value at birth","84.8",""
"2012","Cyprus","Year","Males","Healthy life years in absolute value at birth","63.4",""
"2012","Cyprus","Year","Males","Life expectancy in absolute value at birth","78.9",""
"2012","Cyprus","Year","Females","Healthy life years in absolute value at birth","64.0",""
"2012","Cyprus","Year","Females","Life expectancy in absolute value at birth","83.4",""
"2012","Latvia","Year","Males","Healthy life years in absolute value at birth","54.6",""
"2012","Latvia","Year","Males","Life expectancy in absolute value at birth","68.9",""
"2012","Latvia","Year","Females","Healthy life years in absolute value at birth","59.0",""
"2012","Latvia","Year","Females","Life expectancy in absolute value at birth","78.9",""
"2012","Lithuania","Year","Males","Healthy life years in absolute value at birth","56.6",""
"2012","Lithuania","Year","Males","Life expectancy in absolute value at birth","68.4",""
"2012","Lithuania","Year","Females","Healthy life years in absolute value at birth","61.6",""
"2012","Lithuania","Year","Females","Life expectancy in absolute value at birth","79.6",""
"2012","Luxembourg","Year","Males","Healthy life years in absolute value at birth","65.8",""
"2012","Luxembourg","Year","Males","Life expectancy in absolute value at birth","79.1",""
"2012","Luxembourg","Year","Females","Healthy life years in absolute value at birth","66.4",""
"2012","Luxembourg","Year","Females","Life expectancy in absolute value at birth","83.8",""
"2012","Hungary","Year","Males","Healthy life years in absolute value at birth","59.1",""
"2012","Hungary","Year","Males","Life expectancy in absolute value at birth","71.6",""
"2012","Hungary","Year","Females","Healthy life years in absolute value at birth","60.4",""
"2012","Hungary","Year","Females","Life expectancy in absolute value at birth","78.7",""
"2012","Malta","Year","Males","Healthy life years in absolute value at birth","71.5",""
"2012","Malta","Year","Males","Life expectancy in absolute value at birth","78.6",""
"2012","Malta","Year","Females","Healthy life years in absolute value at birth","72.2",""
"2012","Malta","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2012","Netherlands","Year","Males","Healthy life years in absolute value at birth","63.5",""
"2012","Netherlands","Year","Males","Life expectancy in absolute value at birth","79.3",""
"2012","Netherlands","Year","Females","Healthy life years in absolute value at birth","58.9",""
"2012","Netherlands","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2012","Austria","Year","Males","Healthy life years in absolute value at birth","60.2",""
"2012","Austria","Year","Males","Life expectancy in absolute value at birth","78.4",""
"2012","Austria","Year","Females","Healthy life years in absolute value at birth","62.5",""
"2012","Austria","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2012","Poland","Year","Males","Healthy life years in absolute value at birth","59.1",""
"2012","Poland","Year","Males","Life expectancy in absolute value at birth","72.6",""
"2012","Poland","Year","Females","Healthy life years in absolute value at birth","62.8",""
"2012","Poland","Year","Females","Life expectancy in absolute value at birth","81.1",""
"2012","Portugal","Year","Males","Healthy life years in absolute value at birth","64.5","b"
"2012","Portugal","Year","Males","Life expectancy in absolute value at birth","77.3",""
"2012","Portugal","Year","Females","Healthy life years in absolute value at birth","62.6","b"
"2012","Portugal","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2012","Romania","Year","Males","Healthy life years in absolute value at birth","57.6",""
"2012","Romania","Year","Males","Life expectancy in absolute value at birth","70.9",""
"2012","Romania","Year","Females","Healthy life years in absolute value at birth","57.6",""
"2012","Romania","Year","Females","Life expectancy in absolute value at birth","78.1",""
"2012","Slovenia","Year","Males","Healthy life years in absolute value at birth","56.5",""
"2012","Slovenia","Year","Males","Life expectancy in absolute value at birth","77.1",""
"2012","Slovenia","Year","Females","Healthy life years in absolute value at birth","55.6",""
"2012","Slovenia","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2012","Slovakia","Year","Males","Healthy life years in absolute value at birth","53.4",""
"2012","Slovakia","Year","Males","Life expectancy in absolute value at birth","72.5",""
"2012","Slovakia","Year","Females","Healthy life years in absolute value at birth","53.1",""
"2012","Slovakia","Year","Females","Life expectancy in absolute value at birth","79.9",""
"2012","Finland","Year","Males","Healthy life years in absolute value at birth","57.3",""
"2012","Finland","Year","Males","Life expectancy in absolute value at birth","77.7",""
"2012","Finland","Year","Females","Healthy life years in absolute value at birth","56.2",""
"2012","Finland","Year","Females","Life expectancy in absolute value at birth","83.7",""
"2012","Sweden","Year","Males","Healthy life years in absolute value at birth",":",""
"2012","Sweden","Year","Males","Life expectancy in absolute value at birth",":",""
"2012","Sweden","Year","Females","Healthy life years in absolute value at birth",":",""
"2012","Sweden","Year","Females","Life expectancy in absolute value at birth",":",""
"2012","Iceland","Year","Males","Healthy life years in absolute value at birth","70.4",""
"2012","Iceland","Year","Males","Life expectancy in absolute value at birth","81.6",""
"2012","Iceland","Year","Females","Healthy life years in absolute value at birth","68.0",""
"2012","Iceland","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2012","Norway","Year","Males","Healthy life years in absolute value at birth","71.9",""
"2012","Norway","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2012","Norway","Year","Females","Healthy life years in absolute value at birth","70.4",""
"2012","Norway","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2012","Switzerland","Year","Males","Healthy life years in absolute value at birth","68.6",""
"2012","Switzerland","Year","Males","Life expectancy in absolute value at birth","80.6",""
"2012","Switzerland","Year","Females","Healthy life years in absolute value at birth","67.6",""
"2012","Switzerland","Year","Females","Life expectancy in absolute value at birth","84.9",""
"2012","United Kingdom","Year","Males","Healthy life years in absolute value at birth","64.6",""
"2012","United Kingdom","Year","Males","Life expectancy in absolute value at birth","79.1",""
"2012","United Kingdom","Year","Females","Healthy life years in absolute value at birth","64.5",""
"2012","United Kingdom","Year","Females","Life expectancy in absolute value at birth","82.8",""
"2013","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","60.9",""
"2013","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","77.5",""
"2013","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","61.1",""
"2013","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2013","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","61.3",""
"2013","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","77.7",""
"2013","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","61.5",""
"2013","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","83.3",""
"2013","Belgium","Year","Males","Healthy life years in absolute value at birth","64.0",""
"2013","Belgium","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2013","Belgium","Year","Females","Healthy life years in absolute value at birth","63.7",""
"2013","Belgium","Year","Females","Life expectancy in absolute value at birth","83.2",""
"2013","Bulgaria","Year","Males","Healthy life years in absolute value at birth","62.4",""
"2013","Bulgaria","Year","Males","Life expectancy in absolute value at birth","71.3",""
"2013","Bulgaria","Year","Females","Healthy life years in absolute value at birth","66.6",""
"2013","Bulgaria","Year","Females","Life expectancy in absolute value at birth","78.6",""
"2013","Czechia","Year","Males","Healthy life years in absolute value at birth","62.5",""
"2013","Czechia","Year","Males","Life expectancy in absolute value at birth","75.2",""
"2013","Czechia","Year","Females","Healthy life years in absolute value at birth","64.2",""
"2013","Czechia","Year","Females","Life expectancy in absolute value at birth","81.3",""
"2013","Denmark","Year","Males","Healthy life years in absolute value at birth","60.7",""
"2013","Denmark","Year","Males","Life expectancy in absolute value at birth","78.3",""
"2013","Denmark","Year","Females","Healthy life years in absolute value at birth","60.1",""
"2013","Denmark","Year","Females","Life expectancy in absolute value at birth","82.4",""
"2013","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","57.7",""
"2013","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2013","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","57.0",""
"2013","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2013","Estonia","Year","Males","Healthy life years in absolute value at birth","53.9",""
"2013","Estonia","Year","Males","Life expectancy in absolute value at birth","72.8",""
"2013","Estonia","Year","Females","Healthy life years in absolute value at birth","57.1",""
"2013","Estonia","Year","Females","Life expectancy in absolute value at birth","81.7",""
"2013","Ireland","Year","Males","Healthy life years in absolute value at birth","65.7",""
"2013","Ireland","Year","Males","Life expectancy in absolute value at birth","78.9",""
"2013","Ireland","Year","Females","Healthy life years in absolute value at birth","68.0",""
"2013","Ireland","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2013","Greece","Year","Males","Healthy life years in absolute value at birth","64.7",""
"2013","Greece","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2013","Greece","Year","Females","Healthy life years in absolute value at birth","65.1",""
"2013","Greece","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2013","Spain","Year","Males","Healthy life years in absolute value at birth","64.7",""
"2013","Spain","Year","Males","Life expectancy in absolute value at birth","80.2",""
"2013","Spain","Year","Females","Healthy life years in absolute value at birth","63.9",""
"2013","Spain","Year","Females","Life expectancy in absolute value at birth","86.1",""
"2013","France","Year","Males","Healthy life years in absolute value at birth","63.0",""
"2013","France","Year","Males","Life expectancy in absolute value at birth","79.0",""
"2013","France","Year","Females","Healthy life years in absolute value at birth","64.3",""
"2013","France","Year","Females","Life expectancy in absolute value at birth","85.6",""
"2013","Croatia","Year","Males","Healthy life years in absolute value at birth","57.6","b"
"2013","Croatia","Year","Males","Life expectancy in absolute value at birth","74.5",""
"2013","Croatia","Year","Females","Healthy life years in absolute value at birth","60.4","b"
"2013","Croatia","Year","Females","Life expectancy in absolute value at birth","81.0",""
"2013","Italy","Year","Males","Healthy life years in absolute value at birth","62.0",""
"2013","Italy","Year","Males","Life expectancy in absolute value at birth","80.3",""
"2013","Italy","Year","Females","Healthy life years in absolute value at birth","61.2",""
"2013","Italy","Year","Females","Life expectancy in absolute value at birth","85.2",""
"2013","Cyprus","Year","Males","Healthy life years in absolute value at birth","64.3",""
"2013","Cyprus","Year","Males","Life expectancy in absolute value at birth","80.1",""
"2013","Cyprus","Year","Females","Healthy life years in absolute value at birth","65.0",""
"2013","Cyprus","Year","Females","Life expectancy in absolute value at birth","85.0",""
"2013","Latvia","Year","Males","Healthy life years in absolute value at birth","51.7","b"
"2013","Latvia","Year","Males","Life expectancy in absolute value at birth","69.3",""
"2013","Latvia","Year","Females","Healthy life years in absolute value at birth","54.2","b"
"2013","Latvia","Year","Females","Life expectancy in absolute value at birth","78.9",""
"2013","Lithuania","Year","Males","Healthy life years in absolute value at birth","56.8",""
"2013","Lithuania","Year","Males","Life expectancy in absolute value at birth","68.5",""
"2013","Lithuania","Year","Females","Healthy life years in absolute value at birth","61.6",""
"2013","Lithuania","Year","Females","Life expectancy in absolute value at birth","79.6",""
"2013","Luxembourg","Year","Males","Healthy life years in absolute value at birth","63.8",""
"2013","Luxembourg","Year","Males","Life expectancy in absolute value at birth","79.8",""
"2013","Luxembourg","Year","Females","Healthy life years in absolute value at birth","62.9",""
"2013","Luxembourg","Year","Females","Life expectancy in absolute value at birth","83.9",""
"2013","Hungary","Year","Males","Healthy life years in absolute value at birth","59.0",""
"2013","Hungary","Year","Males","Life expectancy in absolute value at birth","72.2",""
"2013","Hungary","Year","Females","Healthy life years in absolute value at birth","60.1",""
"2013","Hungary","Year","Females","Life expectancy in absolute value at birth","79.1",""
"2013","Malta","Year","Males","Healthy life years in absolute value at birth","71.6",""
"2013","Malta","Year","Males","Life expectancy in absolute value at birth","79.6",""
"2013","Malta","Year","Females","Healthy life years in absolute value at birth","72.7",""
"2013","Malta","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2013","Netherlands","Year","Males","Healthy life years in absolute value at birth","61.4",""
"2013","Netherlands","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2013","Netherlands","Year","Females","Healthy life years in absolute value at birth","57.5",""
"2013","Netherlands","Year","Females","Life expectancy in absolute value at birth","83.2",""
"2013","Austria","Year","Males","Healthy life years in absolute value at birth","59.7",""
"2013","Austria","Year","Males","Life expectancy in absolute value at birth","78.6",""
"2013","Austria","Year","Females","Healthy life years in absolute value at birth","60.2",""
"2013","Austria","Year","Females","Life expectancy in absolute value at birth","83.8",""
"2013","Poland","Year","Males","Healthy life years in absolute value at birth","59.2",""
"2013","Poland","Year","Males","Life expectancy in absolute value at birth","73.0",""
"2013","Poland","Year","Females","Healthy life years in absolute value at birth","62.7",""
"2013","Poland","Year","Females","Life expectancy in absolute value at birth","81.2",""
"2013","Portugal","Year","Males","Healthy life years in absolute value at birth","63.9",""
"2013","Portugal","Year","Males","Life expectancy in absolute value at birth","77.6",""
"2013","Portugal","Year","Females","Healthy life years in absolute value at birth","62.2",""
"2013","Portugal","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2013","Romania","Year","Males","Healthy life years in absolute value at birth","58.8",""
"2013","Romania","Year","Males","Life expectancy in absolute value at birth","71.6",""
"2013","Romania","Year","Females","Healthy life years in absolute value at birth","58.1",""
"2013","Romania","Year","Females","Life expectancy in absolute value at birth","78.7",""
"2013","Slovenia","Year","Males","Healthy life years in absolute value at birth","57.6",""
"2013","Slovenia","Year","Males","Life expectancy in absolute value at birth","77.2",""
"2013","Slovenia","Year","Females","Healthy life years in absolute value at birth","59.5",""
"2013","Slovenia","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2013","Slovakia","Year","Males","Healthy life years in absolute value at birth","54.5",""
"2013","Slovakia","Year","Males","Life expectancy in absolute value at birth","72.9",""
"2013","Slovakia","Year","Females","Healthy life years in absolute value at birth","54.3",""
"2013","Slovakia","Year","Females","Life expectancy in absolute value at birth","80.1",""
"2013","Finland","Year","Males","Healthy life years in absolute value at birth",":",""
"2013","Finland","Year","Males","Life expectancy in absolute value at birth",":",""
"2013","Finland","Year","Females","Healthy life years in absolute value at birth",":",""
"2013","Finland","Year","Females","Life expectancy in absolute value at birth",":",""
"2013","Sweden","Year","Males","Healthy life years in absolute value at birth","66.4",""
"2013","Sweden","Year","Males","Life expectancy in absolute value at birth","80.2",""
"2013","Sweden","Year","Females","Healthy life years in absolute value at birth","65.0",""
"2013","Sweden","Year","Females","Life expectancy in absolute value at birth","83.8",""
"2013","Iceland","Year","Males","Healthy life years in absolute value at birth","71.7",""
"2013","Iceland","Year","Males","Life expectancy in absolute value at birth","80.5",""
"2013","Iceland","Year","Females","Healthy life years in absolute value at birth","66.7",""
"2013","Iceland","Year","Females","Life expectancy in absolute value at birth","83.7",""
"2013","Norway","Year","Males","Healthy life years in absolute value at birth","71.0",""
"2013","Norway","Year","Males","Life expectancy in absolute value at birth","79.8",""
"2013","Norway","Year","Females","Healthy life years in absolute value at birth","68.6",""
"2013","Norway","Year","Females","Life expectancy in absolute value at birth","83.8",""
"2013","Switzerland","Year","Males","Healthy life years in absolute value at birth","61.5","b"
"2013","Switzerland","Year","Males","Life expectancy in absolute value at birth","80.7",""
"2013","Switzerland","Year","Females","Healthy life years in absolute value at birth","58.4","b"
"2013","Switzerland","Year","Females","Life expectancy in absolute value at birth","85.0",""
"2013","United Kingdom","Year","Males","Healthy life years in absolute value at birth","64.4",""
"2013","United Kingdom","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2013","United Kingdom","Year","Females","Healthy life years in absolute value at birth","64.8",""
"2013","United Kingdom","Year","Females","Life expectancy in absolute value at birth","82.9",""
"2014","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","61.1",""
"2014","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","77.9",""
"2014","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","61.4",""
"2014","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","83.7",""
"2014","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","61.3",""
"2014","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2014","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","61.7",""
"2014","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2014","Belgium","Year","Males","Healthy life years in absolute value at birth","64.4",""
"2014","Belgium","Year","Males","Life expectancy in absolute value at birth","78.8",""
"2014","Belgium","Year","Females","Healthy life years in absolute value at birth","63.7",""
"2014","Belgium","Year","Females","Life expectancy in absolute value at birth","83.9",""
"2014","Bulgaria","Year","Males","Healthy life years in absolute value at birth","62.0",""
"2014","Bulgaria","Year","Males","Life expectancy in absolute value at birth","71.1",""
"2014","Bulgaria","Year","Females","Healthy life years in absolute value at birth","66.1",""
"2014","Bulgaria","Year","Females","Life expectancy in absolute value at birth","78.0",""
"2014","Czechia","Year","Males","Healthy life years in absolute value at birth","63.4",""
"2014","Czechia","Year","Males","Life expectancy in absolute value at birth","75.8",""
"2014","Czechia","Year","Females","Healthy life years in absolute value at birth","65.0",""
"2014","Czechia","Year","Females","Life expectancy in absolute value at birth","82.0",""
"2014","Denmark","Year","Males","Healthy life years in absolute value at birth","60.3",""
"2014","Denmark","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2014","Denmark","Year","Females","Healthy life years in absolute value at birth","61.4",""
"2014","Denmark","Year","Females","Life expectancy in absolute value at birth","82.8",""
"2014","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","56.4",""
"2014","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2014","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","56.5",""
"2014","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.6",""
"2014","Estonia","Year","Males","Healthy life years in absolute value at birth","53.2",""
"2014","Estonia","Year","Males","Life expectancy in absolute value at birth","72.4",""
"2014","Estonia","Year","Females","Healthy life years in absolute value at birth","57.1",""
"2014","Estonia","Year","Females","Life expectancy in absolute value at birth","81.9",""
"2014","Ireland","Year","Males","Healthy life years in absolute value at birth","66.3",""
"2014","Ireland","Year","Males","Life expectancy in absolute value at birth","79.3",""
"2014","Ireland","Year","Females","Healthy life years in absolute value at birth","67.5",""
"2014","Ireland","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2014","Greece","Year","Males","Healthy life years in absolute value at birth","64.1",""
"2014","Greece","Year","Males","Life expectancy in absolute value at birth","78.8",""
"2014","Greece","Year","Females","Healthy life years in absolute value at birth","64.9",""
"2014","Greece","Year","Females","Life expectancy in absolute value at birth","84.1",""
"2014","Spain","Year","Males","Healthy life years in absolute value at birth","65.0",""
"2014","Spain","Year","Males","Life expectancy in absolute value at birth","80.4",""
"2014","Spain","Year","Females","Healthy life years in absolute value at birth","65.0",""
"2014","Spain","Year","Females","Life expectancy in absolute value at birth","86.2",""
"2014","France","Year","Males","Healthy life years in absolute value at birth","63.4",""
"2014","France","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2014","France","Year","Females","Healthy life years in absolute value at birth","64.2",""
"2014","France","Year","Females","Life expectancy in absolute value at birth","86.1",""
"2014","Croatia","Year","Males","Healthy life years in absolute value at birth","58.6",""
"2014","Croatia","Year","Males","Life expectancy in absolute value at birth","74.7",""
"2014","Croatia","Year","Females","Healthy life years in absolute value at birth","60.0",""
"2014","Croatia","Year","Females","Life expectancy in absolute value at birth","81.0",""
"2014","Italy","Year","Males","Healthy life years in absolute value at birth","62.5",""
"2014","Italy","Year","Males","Life expectancy in absolute value at birth","80.7",""
"2014","Italy","Year","Females","Healthy life years in absolute value at birth","62.3",""
"2014","Italy","Year","Females","Life expectancy in absolute value at birth","85.6",""
"2014","Cyprus","Year","Males","Healthy life years in absolute value at birth","65.8",""
"2014","Cyprus","Year","Males","Life expectancy in absolute value at birth","80.3",""
"2014","Cyprus","Year","Females","Healthy life years in absolute value at birth","66.1",""
"2014","Cyprus","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2014","Latvia","Year","Males","Healthy life years in absolute value at birth","51.5",""
"2014","Latvia","Year","Males","Life expectancy in absolute value at birth","69.1",""
"2014","Latvia","Year","Females","Healthy life years in absolute value at birth","55.3",""
"2014","Latvia","Year","Females","Life expectancy in absolute value at birth","79.4",""
"2014","Lithuania","Year","Males","Healthy life years in absolute value at birth","57.6",""
"2014","Lithuania","Year","Males","Life expectancy in absolute value at birth","69.2",""
"2014","Lithuania","Year","Females","Healthy life years in absolute value at birth","61.7",""
"2014","Lithuania","Year","Females","Life expectancy in absolute value at birth","80.1",""
"2014","Luxembourg","Year","Males","Healthy life years in absolute value at birth","64.0",""
"2014","Luxembourg","Year","Males","Life expectancy in absolute value at birth","79.4",""
"2014","Luxembourg","Year","Females","Healthy life years in absolute value at birth","63.5",""
"2014","Luxembourg","Year","Females","Life expectancy in absolute value at birth","85.2",""
"2014","Hungary","Year","Males","Healthy life years in absolute value at birth","59.1",""
"2014","Hungary","Year","Males","Life expectancy in absolute value at birth","72.3",""
"2014","Hungary","Year","Females","Healthy life years in absolute value at birth","60.6",""
"2014","Hungary","Year","Females","Life expectancy in absolute value at birth","79.4",""
"2014","Malta","Year","Males","Healthy life years in absolute value at birth","72.3",""
"2014","Malta","Year","Males","Life expectancy in absolute value at birth","79.9",""
"2014","Malta","Year","Females","Healthy life years in absolute value at birth","74.5",""
"2014","Malta","Year","Females","Life expectancy in absolute value at birth","84.3",""
"2014","Netherlands","Year","Males","Healthy life years in absolute value at birth","63.3",""
"2014","Netherlands","Year","Males","Life expectancy in absolute value at birth","80.0",""
"2014","Netherlands","Year","Females","Healthy life years in absolute value at birth","59.0",""
"2014","Netherlands","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2014","Austria","Year","Males","Healthy life years in absolute value at birth","57.6",""
"2014","Austria","Year","Males","Life expectancy in absolute value at birth","79.1",""
"2014","Austria","Year","Females","Healthy life years in absolute value at birth","57.8",""
"2014","Austria","Year","Females","Life expectancy in absolute value at birth","84.0",""
"2014","Poland","Year","Males","Healthy life years in absolute value at birth","59.8",""
"2014","Poland","Year","Males","Life expectancy in absolute value at birth","73.7",""
"2014","Poland","Year","Females","Healthy life years in absolute value at birth","62.7",""
"2014","Poland","Year","Females","Life expectancy in absolute value at birth","81.7",""
