"TIME","GEO","UNIT","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2013","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.0",""
"2013","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.8",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.0",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.2",""
"2013","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.2",""
"2013","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","19.9",""
"2013","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.7",""
"2013","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.7",""
"2013","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.4",""
"2013","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.8",""
"2013","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.9",""
"2013","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","19.9",""
"2013","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.1",""
"2013","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.3",""
"2013","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.8",""
"2013","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.3",""
"2013","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.3",""
"2013","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.3",""
"2013","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.1",""
"2013","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.5",""
"2013","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.9",""
"2013","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","19.8",""
"2013","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.4",""
"2013","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.6",""
"2013","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.7",""
"2013","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.0",""
"2013","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.5",""
"2013","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.5",""
"2013","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.4",""
"2013","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.1",""
"2013","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","10.2",""
"2013","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.6",""
"2013","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.5",""
"2013","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.2",""
"2013","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.3",""
"2013","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.3",""
"2013","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.8",""
"2013","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.7",""
"2013","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","23.0",""
"2013","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.9",""
"2013","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.5",""
"2013","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.4",""
"2013","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.8",""
"2013","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.9",""
"2013","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.3",""
"2013","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.3",""
"2013","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.7",""
"2013","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.2",""
"2013","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","9.6",""
"2013","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","8.9",""
"2013","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","10.2",""
"2013","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.7",""
"2013","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.4",""
"2013","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.5",""
"2013","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.4",""
"2013","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.4",""
"2013","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.9",""
"2013","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","25.4",""
"2013","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.6",""
"2013","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.9",""
"2013","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2013","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2013","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.9",""
"2013","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.1",""
"2013","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.7",""
"2013","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.6",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2014","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.8","e"
"2014","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.7","e"
"2014","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.0",""
"2014","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.9",""
"2014","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.9",""
"2014","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.6",""
"2014","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","8.9",""
"2014","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.5",""
"2014","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.4",""
"2014","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.8",""
"2014","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.9",""
"2014","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.4",""
"2014","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.1",""
"2014","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.3",""
"2014","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.5",""
"2014","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.0",""
"2014","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.2",""
"2014","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.0",""
"2014","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.4",""
"2014","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.1",""
"2014","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.6",""
"2014","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.1",""
"2014","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.7",""
"2014","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.1",""
"2014","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.4",""
"2014","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.5",""
"2014","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.1",""
"2014","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.6",""
"2014","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.5",""
"2014","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.5",""
"2014","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.8",""
"2014","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.3",""
"2014","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.3",""
"2014","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.6",""
"2014","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.5",""
"2014","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.5",""
"2014","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.7",""
"2014","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.0",""
"2014","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.3",""
"2014","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.9",""
"2014","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.3",""
"2014","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.9",""
"2014","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.2",""
"2014","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.8",""
"2014","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.9",""
"2014","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.0",""
"2014","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.3",""
"2014","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.9",""
"2014","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.7",""
"2014","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.2",""
"2014","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.7",""
"2014","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.6",""
"2014","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.3",""
"2014","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.3",""
"2014","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.8",""
"2014","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.4",""
"2014","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","8.1",""
"2014","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","7.7",""
"2014","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","9.9",""
"2014","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.9",""
"2014","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.5",""
"2014","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.1",""
"2014","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.0",""
"2014","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.6",""
"2014","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.2",""
"2014","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.9",""
"2014","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.3",""
"2014","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.9",""
"2014","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2014","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2014","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.6",""
"2014","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.4",""
"2014","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.6",""
"2014","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.4",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2015","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.0","e"
"2015","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.8","e"
"2015","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.1",""
"2015","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.6",""
"2015","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.0",""
"2015","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.8",""
"2015","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","8.5",""
"2015","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.0",""
"2015","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.5",""
"2015","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.9",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.9",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.4",""
"2015","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.6",""
"2015","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.3",""
"2015","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.2",""
"2015","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.1",""
"2015","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.5",""
"2015","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.2",""
"2015","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.5",""
"2015","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.8",""
"2015","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.2",""
"2015","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.9",""
"2015","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.3",""
"2015","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.6",""
"2015","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.0",""
"2015","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.8",""
"2015","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.3",""
"2015","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.2",""
"2015","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.7",""
"2015","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.8",""
"2015","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.8",""
"2015","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.5",""
"2015","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.0",""
"2015","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.7",""
"2015","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.6",""
"2015","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.4",""
"2015","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.3",""
"2015","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.9",""
"2015","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.8",""
"2015","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.5",""
"2015","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.5",""
"2015","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.3",""
"2015","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.1",""
"2015","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.2",""
"2015","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.8",""
"2015","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.1",""
"2015","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.1",""
"2015","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","25.7",""
"2015","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.0",""
"2015","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.6",""
"2015","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.1",""
"2015","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.4",""
"2015","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.2",""
"2015","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.6",""
"2015","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.3",""
"2015","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.3",""
"2015","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","9.3",""
"2015","Iceland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","9.1",""
"2015","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","10.3",""
"2015","Norway","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.5",""
"2015","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.3",""
"2015","Switzerland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.8",""
"2015","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.1",""
"2015","United Kingdom","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","17.2",""
"2015","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.4",""
"2015","Montenegro","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.5",""
"2015","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.5",""
"2015","North Macedonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.5",""
"2015","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2015","Albania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2015","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","27.5",""
"2015","Serbia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","26.0",""
"2015","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.3",""
"2015","Turkey","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.7",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2016","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.8","e"
"2016","European Union - 27 countries (from 2020)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.1","e"
"2016","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.5",""
"2016","Belgium","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.6",""
"2016","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.7","b"
"2016","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.1","b"
"2016","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","8.5",""
"2016","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.8",""
"2016","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.0",""
"2016","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.9",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","15.2",""
